1	319519	và	conjunction, determiner, verb
2	290955	của	noun, preposition
3	243055	là	conjunction, noun, particle, verb
4	231273	các	determiner, proper noun, verb
5	217386	có	adjective, adverb, interjection, noun, verb
6	197777	được	interjection, particle, verb
7	197428	trong	adjective, preposition
8	172955	cho	particle, preposition, verb
9	163534	một	adjective, adverb, noun, numeral
10	154301	với	noun, particle, preposition, verb
11	152176	không	adjective, adverb, conjunction, interjection, noun, numeral, particle
12	150379	những	determiner, particle
13	143023	đã	particle, verb
14	130720	người	classifier, noun, pronoun, proper noun
15	113903	để	conjunction, verb
16	98363	này	adverb, determiner, particle
17	93756	khi	adverb, pronoun, verb
18	91943	đến	preposition, verb
19	89853	về	noun, preposition, verb
20	88616	ở	character, preposition, verb
21	86936	năm	noun, numeral
22	85557	cũng	adverb
23	82926	nhiều	determiner
24	80884	sẽ	particle
25	80621	bạn	noun, pronoun
26	80020	đó	noun, particle, pronoun
27	78290	vào	particle, preposition, verb
28	76049	từ	conjunction, noun, verb
29	75908	trên	adjective, preposition
30	70377	như	particle, proper noun
31	69753	ra	noun, verb
32	67756	phải	adjective, particle, verb
33	62869	lại	adverb, proper noun, verb
34	60628	làm	preposition, verb
35	60153	tại	conjunction, verb
36	56925	nhưng	conjunction
37	56517	còn	adverb, verb
38	55934	có thể	adverb
39	55185	thì	noun, particle
40	55011	tôi	pronoun, verb
41	54931	hơn	adjective, adverb
42	53853	theo	preposition, verb
43	51308	mà	conjunction, particle
44	49969	sau	adjective, adverb, preposition
45	49884	rất	adverb
46	49344	chỉ	adverb, noun, pronoun, verb
47	49155	sự	prefix
48	48452	việc	noun
49	48431	mình	adverb, noun, pronoun
50	47768	nhà	adjective, noun
51	46900	đi	adverb, particle, verb
52	46743	ngày	noun
53	45390	anh	adjective, noun, pronoun, proper noun
54	44621	ông	classifier, noun, pronoun
55	43596	mới	adjective, adverb
56	41720	nhất	adverb, interjection, numeral
57	41656	bị	noun, verb
58	40303	đang	particle
59	39051	đây	particle, pronoun
60	37758	nước	noun
61	36805	biết	verb
62	36608	nên	conjunction, verb
63	34788	lên	adverb, verb
64	34515	khác	adjective
65	34370	trước	adverb, preposition
66	34187	hai	adjective, interjection, numeral
67	32562	việt nam	proper noun
68	31572	cao	adjective, noun, proper noun
69	31295	cùng	adjective, conjunction, noun
70	31059	con	classifier, noun, pronoun
71	30759	vẫn	adverb
72	30449	hay	adjective, adverb, conjunction
73	30212	qua	adjective, adverb, preposition, verb
74	29474	nếu	conjunction
75	29151	cần	noun, proper noun, verb
76	28882	cả	adjective, determiner, noun
77	28818	họ	adjective, noun
78	28734	do	preposition
79	28354	tới	adjective, preposition, verb
80	28348	em	adjective, noun, pronoun
81	28319	nói	verb
82	27925	thấy	verb
83	27666	tháng	noun
84	27597	vì	classifier, conjunction, preposition
85	27013	sử dụng	verb
86	26854	bằng	adjective, noun, preposition, verb
87	25842	cô	noun, pronoun
88	24247	trường	adjective, noun, proper noun
89	24246	hoặc	conjunction
90	24089	lần	noun, preposition, verb
91	23878	cách	noun, particle, verb
92	23872	điều	noun
93	23856	lớn	adjective, verb
94	23735	bộ	adverb, noun, particle
95	23632	nó	pronoun
96	23194	gì	interjection, pronoun
97	23109	hàng	adjective, noun, proper noun, verb
98	22780	rằng	conjunction, verb
99	22469	tổ chức	noun, verb
100	22214	phát triển	adjective, noun, verb
101	22175	chính	adjective, adverb
102	22107	bên	adjective, noun, preposition
103	21906	nhau	adverb, noun
104	21521	dùng	noun, verb
105	21431	tốt	adjective, noun, proper noun
106	21391	thời gian	noun
107	21036	đều	adjective, adverb
108	20868	số	adjective, noun
